index,need,cpu,graphicard,hardisk,ram,screen
976,"I am searching for a laptop with good screen brightness, fingerprint log and cooling. ",1,0,2,1,2
977,I am looking for a slim laptop that look slick. ,1,0,2,1,2
978,I like to buy a laptop with a good monitor. ,1,0,2,1,2
979,I need a laptop with an excellent screen.,1,0,2,1,2
980,"I will buy a lightweight, slim laptop with a gorgeous screen. ",1,0,2,1,2
981,"I need a well built and portable laptop with good specs, incredible performance. ",4,3,2,1,4
982,"I want to buy a laptop with good build quality, screen and keyboard. ",4,3,2,1,4
983,I want a laptop have traditional usb type and not type c. ,4,3,2,1,4
984,I am looking for a laptop that is in excellent condition with great specs to boot. ,4,3,2,1,4
985,I like a fast laptop with an excellent screen. ,4,3,2,1,4
986,I want a laptop to have a very nice screen and use high quality build materials.,4,3,2,1,4
987,"I wish to have a laptop with an excellent screen, great speed and performance. ",4,3,2,1,4
988,"I am looking for a small, compact and fast running laptop for my kids. ",3,3,5,4,6
989,I need a laptop that is easy to use and suitable for kids.,3,3,5,4,6
990,I like a minimalist design and easy to use laptop with a good screen.,3,3,5,4,6
991,I would like to buy a laptop with a nice size and weight. ,3,3,5,4,6
992,"I am looking for an easy to use, light weight laptop with good battery life for my dad.",3,3,5,4,6
993,I want a laptop that can turn into a tablet. ,3,3,5,4,6
994,I need a laptop with the perfect weight and size.,3,3,5,4,6
995,I need a lightweight laptop. ,4,3,4,4,3
996,I want a solid and fast laptop. ,4,3,4,4,3
997,I like a clean laptop that have no bloatware. ,4,3,4,4,3
998,I am looking for a lightweight laptop with perfect size and quick response. ,4,3,4,4,3
999,I will buy a lightweight and responsive laptop that is quick on startup. ,4,3,4,4,3
1000,I need a light laptop. ,4,3,4,4,3
1001,I like a laptop that have a silent fan-less cooling. ,4,3,4,4,3
1002,I decide to buy a thin and light laptop with an excellent screen quality. ,4,3,4,4,3
1003,I am searching for a solid and light weight laptop. ,4,3,4,4,3
1004,I like a laptop with a glossy screen. ,4,3,4,4,3
1005,I want to buy a laptop with good wifi operation. ,4,3,4,4,3
1006,I would like to have a fast laptop with an excellent screen. ,4,3,4,4,3
1007,I want to have a laptop with fast SSD. ,4,3,4,4,3
1008,I prefer a small laptop with a stunning display and good battery life. ,4,3,4,4,3
1009,I like a laptop with a nice colour. ,3,3,1,4,2
1010,I like a laptop with a nice colour. ,3,3,1,4,2
1011,I want a good looking and sleek laptop. ,3,3,1,4,2
1012,I like a solid laptop with plenty of speed and no bloatware. ,4,3,1,0,2
1013,I am looking for a fast laptop. ,4,3,1,0,2
1014,I want a laptop with a nice look and shape. ,4,3,1,0,2
1015,I want to buy a solid laptop. ,4,3,1,0,2
1016,I want a fast laptop. ,4,3,1,0,2
1017,"I love a light, fast, versatile laptop. ",4,3,1,0,2
1018,I want a light laptop with excellent speed and resolution. It should have good speakers and viewing angles. ,4,3,1,0,2
1019,I would like to buy a fast and light laptop with sufficient memory and storage and adequate ports. ,4,3,1,0,2
1020,I want a light laptop with small screen bezels. ,3,1,1,1,2
1021,I am looking for a fast laptop that looks cool and can easily keep its framerates. ,3,1,1,1,2
1022,I need a fast and smooth laptop. ,3,1,1,1,2
1023,I want a smooth laptop. ,3,1,1,1,2
1024,I need a laptop with smooth graphics. ,3,1,1,1,2
1025,I will buy a laptop with a clean look and good speakers. ,3,1,1,1,2
1026,I need a laptop with insane hardware. ,3,1,1,1,2
1027,I like a stylish laptop with great SSD and video card and tons of storage. ,3,1,1,1,2
1028,"I am searching for a fast and compact laptop that is subtle, minimalistic and sleek in appearance and has solid and rugged build quality. It should have a cool cover, bright display, good keyboard touch and speakers placement. I also want it to have effective cooling system and no bloatware. ",3,1,1,1,2
1029,"I want a slim, light, quiet laptop with great graphics and storage, a good backlit keyboard, loud speakers. It should have mulitiple ports, good pwer outlets placement, and fast processing. ",3,1,1,1,2
1030,"I like a powerful and fast laptop with great build quality and power cord location. It should runs smooth, powers up fast, have great looks and style, thoughtful design touches. I also want a nice screen and excellent keyboard and touchpad responsiveness. ",3,1,1,1,2
1031,"I am looking for a quiet, portable, small laptop that is VR capable, fast, pleasant to hold and looks striking. It should have a pleasant backlit keyboard and a gorgeous screen. ",3,1,1,1,2
1032,I need a fast laptop with good battery life. ,3,1,1,1,2
1033,I prefer a compact laptop with good screen and graphics card and great cooling. ,3,1,1,1,2
1034,I am searching for a powerful laptop with good amount of hard drive storage. ,3,1,1,1,2
1035,"I wish for a fast, reliable laptop with amazing graphics. ",3,1,1,1,2
1036,"I want a sleek and sturdy looking laptop with a compact design, a bright and clear display and a good touch screen. It should have a tablet mode, good battery life, a light charger and no overheating.",2,3,4,3,5
1037,I need a laptop with a good touchscreen and battery life. ,2,3,4,3,5
1038,"I am looking for a lightweight, easy to use, fast laptop with good storage capacity and resolution. ",2,3,4,3,5
1039,I need a laptop with good battery life. ,2,3,4,3,5
1040,I want to buy a fast and seamless latpop. ,2,3,4,3,5
1041,I will be buying a laptop of the right size.,2,3,4,3,5
1042,"I am searching for a compact, lightweight, powerful and fast laptop, which has a useful flipping screen, a smooth keyboard, a nice audio system and good wifi. ",2,3,4,3,5
1043,I like a fast laptop with windows ink features. ,2,3,4,3,5
1044,I prefer a laptop with good size and weight and have a touchscreen. ,2,3,4,3,5
1045,I am searching for a lightweight and easy to use laptop with tablet mode. ,2,3,4,3,5
1046,I decide to buy a lightweight and small laptop with a fast processor. ,2,3,4,3,5
1047,I want a cute and small laptop. ,2,3,4,3,5
1048,I wish for a light and portable laptop with good cooling. ,2,3,4,3,5
1049,"I need a sleek looking, colour accurate laptop for photo editing.",2,3,4,3,5
1050,I need a laptop with excellent screen quality and fast processing speed. ,1,3,2,3,4
1051,"I want a solid laptop with a fantastic display, small USB-C charger that charges up quickly and good battery life. ",1,3,2,3,4
1052,"I would like to buy a lightweight laptop with a good touchscreen and a beautiful screen display. Also, I want it to have great speed and power, good connectivity and battery life. ",1,3,2,3,4
1053,"I am looking for a laptop that is in perfect size and weight, have a good battery life and a light charger. ",1,3,2,3,4
1054,"I want a lightweight, portable and powerful laptop. ",1,3,2,3,4
1055,I want a laptop with a decent keyboard. ,1,3,2,3,4
1056,I want a laptop with a good battery. ,1,3,2,3,4
1057,I need a laptop with great screen and quality.,1,3,2,3,4
1058,I will buy a laptop with exceptional screen quality. ,1,3,2,3,4
1059,I need a laptop with a good operating system and keyboard. ,1,3,2,3,4
1060,I am searching for a sleek design laptop. ,1,3,2,3,4
1061,"I would like to buy a laptop with good battery life, and a good screen. ",1,3,2,3,4
1062,I want a lightweight portable laptop that is upgradable and responsive. It should have a crisp display and keyboard and small power brick. ,3,2,1,3,2
1063,I need an upgradable laptop. ,3,2,1,3,2
1064,"I want to buy a light laptop with a good screen and responsive keyboard, trackpad and mouse. It should boot up quickly. ",3,2,1,3,2
1065,I need a laptop that have a good keyboard for typing. ,3,2,1,3,2
1066,I want a solid laptop. ,3,2,1,3,2
1067,I want a fast and upgradable with plenty of graphics. ,3,2,1,3,2
1068,I like fast laptops with sharp screen resolution and great speakers. ,3,2,1,3,2
1069,I want to buy a compact and well-made laptop that is easy to set up and has a graphics card. ,3,2,1,3,2
1070,I wish for a light laptop with good performance. ,3,2,1,3,2
1071,I like a well built laptop with excellent ram and hard drive. ,3,2,1,3,2
1072,I need a fast laptop. ,3,2,1,3,2
1073,"I am searching for a light weight, portable laptop with good battery life. ",3,2,1,3,2
1074,I need a laptop that have fantastic sound and handy bluetooth. ,3,2,1,3,2
1075,I need a fast laptop that have perfect travel size and weight and a helpful touch screen. ,3,3,5,4,6
1076,I want to buy a easy to use and set up laptop with a good touch screen. ,3,3,5,4,6
1077,I need a fast laptop with easy connection and a good touch screen. It should be compatible with Android Play Store. ,3,3,5,4,6
1078,"I am looking for a laptop that is easy to set up and connect to the internet, and have good battery life. ",3,3,5,4,6
1079,I will buy a lightweight and portable chromebook with excellent battery life and super fast internet connection. ,3,3,5,4,6
1080,I need a laptop with a good touch screen. ,3,3,5,4,6
1081,I am searching for a laptop with a touch screen. ,3,3,5,4,6
1082,"I decide to buy a light weight, great size, fast laptop with a touch screen and bluetooth. It should have plenty of storage, great battery life and charges fast. ",3,3,5,4,6
1083,I need a laptop that runs fast and smooth. It should have an awesome touchscreen and be able to see the screen from all angles.,3,3,5,4,6
1084,I am searching for a light laptop with a nice and simple keyboard and good battery life. ,3,3,5,4,6
1085,I need a laptop with great hardware. ,3,3,5,4,6
1086,I like a laptop which is easy to connect to google. ,3,3,5,4,6
1087,I love a good looking laptop. ,3,3,5,4,6
1088,"I prefer a quick, easy and fast laptop. ",3,3,5,4,6
1089,I will buy a good size laptop that is easy to carry. ,3,3,5,4,6
1090,I need a laptop with a touchscreen. ,3,3,5,4,6
1091,I like a compact laptop. ,3,3,5,4,6
1092,"I want a high quality, robust, little laptop. ",3,3,5,4,6
1093,I want to buy a small laptop with no baggage for my aunt. ,3,3,5,4,6
1094,I need a laptop with a functional touchscreen. ,3,3,5,4,6
1095,I am looking for a responsive laptop with a good size. ,3,3,5,4,6
1096,I prefer a lightweight laptop with good security. ,3,3,5,4,6
1097,I wish for a fast and compact laptop. ,3,3,5,4,6
1098,I want to buy a laptop with a nice large screen for my daughter. ,2,3,1,2,1
1099,I need a lightweight laptop with a good screen. ,2,3,1,2,1
1100,"I like a laptop that can drive a 4k external display. It should have decent graphics, a great keyboard, good audio and easy to upgrade RAM. ",2,3,1,2,1
1101,I want a laptop that looks good. ,2,3,1,2,1
1102,I am looking for a laptop with good graphics and sound. ,2,3,1,2,1
1103,I like a fast laptop with great clarity display. ,2,3,1,2,1
1104,I like a laptop with a good solid feel. ,2,3,1,2,1
1105,I want a fast laptop with a bright and crisp display. ,2,3,1,2,1
1106,I need a fast and lightweight laptop that looks good and is easy to set up. It should have no junk software and plenty of memory. ,2,3,1,2,1
1107,I like a laptop with a great sized screen. ,2,3,1,2,1
1108,I want a nice laptop that runs well. ,2,3,1,2,1
1109,"I want to buy a laptop with a bright and big screen, and having a numerical keyboard separately from QWERTY. ",2,3,1,2,1
1110,I need a lightweight and easy to manage laptop. ,2,3,1,2,1
1111,I am looking for a easy to set up and use laptop with a big screen. ,2,3,1,2,1
1112,I like a laptop with a big screen. ,2,3,1,2,1
1113,I want a big screen laptop. ,2,3,1,2,1
1114,I need a laptop with a great keyboard.,4,1,3,3,3
1115,"I am looking for a fast, portable, well designed laptop with a good build quality and is not too heavy. It should have good keyboard and touchpad, long battery life, full array of ports. I also want it to have an awesome fingerprint sensor and loud speakers. ",4,1,3,3,3
